abstract_en	authors	id	journal	journal_en	keywords_en	response_url	title	title_en
"Based on the theory of five Yun and six Qi, especially the theory of three-year epidemic formation, this paper analyzed the etiology, pathogenesis and stage diagnosis and treatment guidance of the pneumonia caused by the new coronavirus infection"	李晓凤;杜武勋	193	中华中医药学刊	Chinese Archives of Traditional Chinese Medicine	pneumonia caused by the new coronavirus infection; five Yun and six Qi; three-year epidemic formation; etiology and pathogenesis; diagnosis and treatment strategy;	http://new.oversea.cnki.net/kcms/detail/21.1546.R.20200206.1811.002.html	基于五运六气理论对新型冠状病毒感染的肺炎的几点思考	Some Thoughts on Pneumonia Caused by New Coronavirus Infection Based on Theory of Five Yun and Six Qi
"Objective To discussandexpound the classification,origin,pathogenicity,protein target structure,vaccines and therapeutic drugs for coronavirus(CoVs).Methods After reading 159 literatures about coronavirus,we summarized and analyzed the classification,origin,pathogenicity,target structure of drug action,corresponding vaccines and therapeutic drugs development for Co Vs.Results Co Vs is a type of pathogenic microorganism that seriously endangers human and animal health,which belongs to a RNA virus with a large amount of natural hosts.The virus is prone to gene recombination and mutation,and has genetic diversity.So far,new subtypes or corona viruses are emerging continuously.CoVsS protein,PLpro and 3 CLpro are good targets for drug development.We summarized the drugs found based on the above targets.Conclusion In the past few decades,diseases caused by coronavirus have posed a great threat to global public health,for example,severe acute respiratory syndrome virus(SARS),Middle East respiratory syndrome virus(MERS) and the recently emerging new coronavirus(SARS-CoV-2).However,there is no specific therapy for SARS-CoV,MERS-CoV,SARS-CoV-2 and other HCoV infections so far.Therefore,comprehensive and in-depth research on coronavirus is still a need."	李明雪;吴灿荣;郑梦竹;张鹏;王亚丽;刘洋;项珂;徐阳;王琪琪;杨月影;陈丽霞;李华	1028	沈阳药科大学学报	Journal of Shenyang Pharmaceutical University	coronavirus; SARS-CoV; MERS-CoV; SARS-CoV-2; structure-based drug discovery;	http://new.oversea.cnki.net/kcms/detail/21.1349.R.20200224.1021.001.html	冠状病毒及其相关治疗药物的研究进展	Research progress of coronavirus and related drugs
"Since the end of 2019, new coronavirus pneumonia was found in Wuhan and spread to the whole country. But just to the end of winter and early spring, most of the bacteria and viral pneumonia were also in the period of high incidence, and the early CT findings were similar. Therefore, how to improve the speed and accuracy of clinical diagnosis as soon as possible, and guide the rapid isolation of highly suspected and diagnosed contacts as soon as possible has become an urgent task. The novel coronavirus novel coronavirus infection early diagnosis will be analyzed in order to improve the understanding of pneumonia caused by new coronavirus infection, and provide reference for early diagnosis, timely isolation and treatment."	赵鹏飞;白宇珍;牛广明;刘挨师;高阳;乔鹏飞	977	内蒙古医科大学学报	Journal of Inner Mongolia Medical University	N/A	http://new.oversea.cnki.net/kcms/detail/15.1364.R.20200225.1000.002.html	甄别疑似新冠肺炎的CT表现分析	DISCUSSION THE DIFFERENTIAL DIAGNOSE OF NOVEL CORONAVIRUS PNEUMONIA
"On January 23, 2020, Erlianhot, Inner Mongolia, confirmed the first case of pneumonia infected by the Chinese Customs with a novel Coronavirus（2019-nCoV）. The patient had no systemic symptoms such as fever、fatigue and other respiratory symptoms such as cough, shortness of breath at that time.It did not meet the diagnostic criteria for suspected cases in the ""Novel Coronavirus Infected Pneumonia Diagnosis and Treatment Program""（trial version 3）"	王立红;刘海生;温都苏;富强	687	内蒙古医科大学学报	Journal of Inner Mongolia Medical University	N/A	http://new.oversea.cnki.net/kcms/detail/15.1364.R.20200218.1452.002.html	中国海关第一例新型冠状病毒(2019-nCoV)肺炎病例报道	Report of the first new case of coronavirus (2019-nCoV) pneumonia in Chinese Customs
N/A	王李胜;杨建国;鄢建军;张仲华;童辉	161	全科护理	Chinese General Nursing	N/A	http://new.oversea.cnki.net/kcms/detail/14.1349.R.20200203.1446.002.html	医院血液净化中心应对2019新型冠状病毒感染肺炎的管理实践	N/A
N/A	王琛;王旋	176	全科护理	Chinese General Nursing	N/A	http://new.oversea.cnki.net/kcms/detail/14.1349.R.20200131.1358.004.html	新型冠状病毒感染的流行、医院感染及心理预防	N/A
N/A	欧阳芬;吴荷玉;杨英;谈维;张静;辜洁	178	全科护理	Chinese General Nursing	N/A	http://new.oversea.cnki.net/kcms/detail/14.1349.R.20200131.1319.002.html	新型冠状病毒肺炎快速传播的应对措施	N/A
N/A	郭庆峰;杨扣琴;赵丽婷;王秦丽	632	护理研究	Nursing Research of China	N/A	http://new.oversea.cnki.net/kcms/detail/14.1272.R.20200218.1547.002.html	基于“互联网+”构建新型冠状病毒肺炎疫情防控人员管理平台	"Construction of management platform for the prevention and control of corona virus disease 2019 based on ""Internet+"""
N/A	吴际军;宋娴;陈飞;刁元杰;陈德春;敬星操;龚晓玲	442	护理研究	Nursing Research of China	N/A	http://new.oversea.cnki.net/kcms/detail/14.1272.r.20200214.1136.004.html	抗击新型冠状病毒肺炎疫情临床一线护士睡眠质量调查及其影响因素	Investigation on sleep quality of first-line nurses in fighting against novel coronavirus pneumonia and its influencing factors
"The 2019 novel Coronavirus(2019-nCoV) has caused the pneumonia outbreak in Wuhan(a city of China).In our previous study,the analytical results showed that both 2019-nCoV and SARS coronavirus belong to Betacoronavirus subgroup B(BB coronavirus),but have large differences,which are consistent with the differences in the clinical symptoms of two related diseases.The most important finding was that the alternative translation of Nankai CDS could produce more than 17 putative proteins,which may be responsible for the host adaption.The genotyping of 13 viruses using the 17 putative proteins revealed the high mutation rate and diversity of BB coronavirus.The present study for the first time(on January 21st,2020) reported a very important mutation in the Spike(S) proteins of Betacoronavirus.By this mutation,2019-nCoV acquired a cleavage site for furin enzyme in its S protein,which is not present in the S proteins of most other Betacoronavirus(e.g.SARS coronavirus).This cleavage site may increase the efficiency of virus infection into cells,making 2019-nCoV has significantly stronger transmissibility than SARS coronavirus.The infection mechanism of 2019-nCoV may be changed to being more similar to those of MHV,HIV,Ebola virus(EBoV) and some avian influenza viruses,other than those of most other Betacoronavirus(e.g.SARS coronavirus).In addition,we unexpectedly found that some avian influenza viruses acquired a cleavage site for furin enzyme by the similar mutation as 2019-nCoV.Therefore,the natural mutation can result in a short insertion to form a cleavage site for furin enzyme.The cleavage site for furin enzyme in2019-nCoV contains the ""CGGCGG"" sequence encoding two arginine(R) residues. ""CGG"",however is a rare codon for human.So we concluded that these two codons were present in the2019-nCoV-like Betacoronavirus before they transmitted into human and the intermediate host(s)are mammals with a high relative frequency of ""CGG"" usage.We provide a relative frequency table of ""CGG"" usage in mammals to help identify the intermediate hosts of 2019-nCoV.Future studies of this mutation will help to reveal the stronger transmissibility of 2019-nCoV and lay foundations for vaccine development and drug design of,but not limited to 2019-nCoV."	李鑫;段广有;张伟;施劲松;陈嘉源;陈舜梅;高山;阮吉寿	978	生物信息学	Chinese Journal of Bioinformatics	N/A	http://new.oversea.cnki.net/kcms/detail/23.1513.Q.20200224.1809.002.html	2019新型冠状病毒S蛋白可能存在Furin蛋白酶切位点	A furin cleavage site was discovered in the S protein of the 2019 novel coronavirus
"Objective:To investigate the physical health,sleep quality and emotional status of the isolated people during the outbreak of novel coronavirus pneumonia,so as to provide reliable basis for the prevention and improvement of the physical and mental health of the isolated people.Methods:A total of 145 isolated people were tested online with the Short Form Health Survey-36 items(SF-36),Pittsburgh Sleep Quality Index(PSQI) and Depression Anxiety Stress Scale-21(DASS-21).The differences were compared by χ~2 test and t test.Results:A total of 123 valid questionnaires were received,with an effective rate of 84.8%,including 13 in medical quarantine and 110 in autonomous quarantine.The mental health of the isolated people were poor,and role-emotional of the medical isolators were significantly lower than that of the autonomous isolators(P<0.05).The PSQI total score of the isolation people was significantly higher than that of the Chinese norm,and for the medical isolators,sleep quality decreased,take longs to fall asleep,and they were more prone to sleep disorders(P<0.05).The depression and stress subscale scores of the isolated people were higher than that of the normal Chinese,and the anxiety and stress subscales in the autonomous isolators were significantly higher than that in the medical isolators(P<0.05).Conclusions:The mental health level of quarantine personnel has declined,especially the sleep quality of medical quarantine personnel and the emotional state of autonomous quarantine personnel have been greatly affected,which requires attention."	马楷轩;张燚德;侯田雅;吴明兰;蔡文鹏;文童	665	中国临床医学	Chinese journal of Clinical Medicine	novel coronavirus pneumonia; isolated people; psychological assessment; sleep; emotion;	http://new.oversea.cnki.net/kcms/detail/31.1794.R.20200219.1111.002.html	新型冠状病毒肺炎疫情期间隔离人员生理心理状况调查	Investigation of physical and mental health in isolated people during the outbreak of novel coronavirus pneumonia
